title,description,rating,year,tags,cover,mal_Title,Rank,Type,Volumes,Published,Members,page_url,image_url,Score
Aiura,"Kanaka, Saki and Ayuko are three girls who, as fate would have it, meet each other just before starting high school. Kanaka accidentally bumps into Ayuko, ruining the girl's ice cream cone, and their friendship soon follows! Together, the trio navigates high school life, whether giving each other nicknames, racing each other to class, or just having fun.",3.9,2011,"['4-koma', 'Comedy', 'Shounen', 'Slice of Life', 'Iyashikei', 'School Life', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/aiura-1-190x270.jpg?t=1625912665,Aiura,7480,Manga,7,Mar 2011 - Apr 2014,3551,https://myanimelist.net/manga/45980/Aiura,https://cdn.myanimelist.net/r/100x140/images/manga/2/139507.jpg?s=a9d09a41b07587179d3819966f6436ae,7.07
Seven Sisters!,"To Minagawa Ichiri, both good things and bad things are bothersome. That's why his principle is to avoid doing anything that would cause such a thing. However, there is one thing that he can't avoid - because of his parents' jobs, he was constantly transferring from school to school. This time, he has transferred to Reimei Academy, one of the five famous private academies called the ""Seven Sisters."" On his tour of the school with vice president Kirishima Shitone, an attack occurs! The attacker seems to go after people with long black hair and a sword in an attempt to find and exact revenge on ""Double Edge,"" who killed one of her best friends using a power called ""Idea,"" where she brings her principles into reality using a wrist band called ""Codec.""",3.9,2011,"['Action', 'Ecchi', 'Mystery', 'Seinen', 'Cancelled', 'School Life', 'Transfer Students']",https://cdn.anime-planet.com/manga/primary/seven-sisters-1-190x270.jpg?t=1625910407,Seven Sisters,13940,Manga,?,Jun 2011 -,1715,https://myanimelist.net/manga/26861/Seven_Sisters,https://cdn.myanimelist.net/r/100x140/images/manga/2/188874.jpg?s=a589ac2aa62b6ea47644ccc3f4d2cdd2,6.59
Zoushoku Shoujo Plana-chan!,"Rinne Ikaruga is just your average 16 year old girl, trying her best to get by. One day, she receives a package addressed from her sister, inside of which is a little girl... who just happens to be part planarian and can multiply!",3.9,2010,"['Comedy', 'Fantasy', 'Shounen', 'Slice of Life']",https://cdn.anime-planet.com/manga/primary/zoushoku-shoujo-plana-chan-1-190x268.jpg?t=1625909752,Zoushoku Shoujo Plana-chan!,8691,Manga,2,Mar 2010 - Oct 2011,1523,https://myanimelist.net/manga/19645/Zoushoku_Shoujo_Plana-chan,https://cdn.myanimelist.net/r/100x140/images/manga/3/219743.jpg?s=0ac9e36be1975524c0f78d90b7f967fb,6.99
Tonari no Koitsu,"""This person who’s always by my side, might be the one I like...!?"" Kuroda Kazu 16 years old, Shirakawa Jun 15 years old. Because you’re always next to me, I couldn’t realize I like you. More than friends, less than lovers. The close distanced love comedy between childhood friends!",3.9,2018,"['Comedy', 'One Shot', 'Romance', 'Slice of Life', 'Childhood Friends']",https://cdn.anime-planet.com/manga/primary/tonari-no-koitsu-1-190x266.jpg?t=1625929324,#Tonari no Koitsu,13556,One-shot,?,Aug 2018 - Aug 2018,408,https://myanimelist.net/manga/140504/Tonari_no_Koitsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/250424.jpg?s=59480484e71626eadc89f1862ad3f4ad,6.62
Planet Ladder,"Kaguya is a quiet orphan who has lived with a Japanese family since she was a little girl. Another boring high school day becomes the adventure of her life when she's mysteriously transported far, far away to a realm of strangers who call her ""Princess."" Now, Princess Kaguya must uncover both her true identity and the motives behind the battling warlords who want to claim her. The universe is a battlefield, and the key to peace may be in the hands of one very special girl.",3.9,1998,"['Adventure', 'Drama', 'Fantasy', 'Josei', 'Sci Fi', 'Orphans']",https://cdn.anime-planet.com/manga/primary/planet-ladder-1-190x266.jpg?t=1625909039,Planet Ladder,10335,Manga,7,Mar 1998 - May 2003,1069,https://myanimelist.net/manga/480/Planet_Ladder,https://cdn.myanimelist.net/r/100x140/images/manga/3/155810.jpg?s=651192fbad01d24041b8315fbc51f54e,6.87
Ame to Kiss,"Ever since he was a child, Maeda Taiki looked plain and shabby, and has never been popular. For these reasons, he wanted to at least have a good sense of fashion as an adult. So before he knew it, he became a shop attendant at a fashion mall. He has now found someone that he likes…. an employee at the fashion mall’s main department, Yagii Haruhisa. Not only is Yagii kind and handsome, he’s friendly with everyone he meets. He’s someone that Maeda simply can’t help but admire. However, Maeda is aware that he doesn’t stand a chance of loving someone like Yagii… That is, until an awkward question from Maeda causes Yagii to steal his first kiss?!",3.9,2014,"['BL', 'Drama', 'Romance', 'Shounen-ai']",https://cdn.anime-planet.com/manga/primary/ame-to-kiss-1-190x269.jpg?t=1625914823,Ame to Kiss,6264,Manga,1,Jul 2013 - Jul 2014,1469,https://myanimelist.net/manga/100633/Ame_to_Kiss,https://cdn.myanimelist.net/r/100x140/images/manga/3/182338.jpg?s=6e391a53eb4a5694063f70407b9a84ed,7.16
Pochi Gokko.,"One day, Tomoyori decides to end his own life. But that was not the end - as his eyes opened, he found himself in a strange room. Turns out, he's now the pet of a mysterious high school girl. Yes, you heard that right. Interacting with a high school girl? Could this be a gift from the heavens? Or is it divine punishment?",3.9,2019,"['Comedy', 'Romance', 'Seinen']",https://cdn.anime-planet.com/manga/primary/pochi-gokko-1-190x270.jpg?t=1625924964,Pochi-Gokko.,16791,Manga,2,May 2019 - Oct 2019,1474,https://myanimelist.net/manga/119894/Pochi-Gokko,https://cdn.myanimelist.net/r/100x140/images/manga/3/226888.jpg?s=b9b67e83b0fac1f37dec4d9965f39c99,6.2
Cipher,"Anise can't believe her luck when she finds herself in the same high school as famous former child star Siva. Although the cool and handsome Siva seems unapproachable, Anise manages to become his friend. But her happiness turns to surprise when she discovers Siva's secret: for years, he's been switching identities with his twin brother, Cipher!",3.9,1985,"['Drama', 'Romance', 'Shoujo', 'Acting', 'America', 'Impersonation', 'Psychological', 'School Life', 'Drug Use', 'Mature Themes', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/cipher-1-190x281.jpg?t=1625908526,Cipher,3432,Manga,12,Jul 1985 - Dec 1990,2718,https://myanimelist.net/manga/624/Cipher,https://cdn.myanimelist.net/r/100x140/images/manga/2/269054.jpg?s=278dabe36cc70b0c9449459173e62d6a,7.42
Kanojo Gacha,"In a one room of a mansion there stands a large gacha. Inside the gacha are a large number of capsules that contain real women. ""One spin will cost 50,000 yen. The woman that will come out will already be holding affection for you. However, what kind of relationship it will be is up to you to determine.""",3.9,2019,"['Drama', 'Horror', 'Romance', 'Sci Fi']",https://cdn.anime-planet.com/manga/primary/kanojo-gacha-1-190x270.jpg?t=1625922656,Kanojo Gacha,16881,Manga,8,May 2019 - Aug 2021,810,https://myanimelist.net/manga/122753/Kanojo_Gacha,https://cdn.myanimelist.net/r/100x140/images/manga/2/226730.jpg?s=cf71f772499452659cba82745b202335,6.18
Ane no Onaka wo Fukuramaseru no wa Boku,"This is the story of a pair of step-siblings who are now living alone together. The high-school-age older sister, Kyoko, is pretty wild (and is even into pro-wrestling), while the elementary-school-age little brother is a fairly serious kid. He is often embarrassed by her teasing. The two of them pass their daily life together, every day cooking for one another.",3.9,2014,"['Comedy', 'Seinen', 'Slice of Life', 'Cooking', 'Food and Beverage', 'Siblings']",https://cdn.anime-planet.com/manga/primary/ane-no-onaka-wo-fukuramaseru-no-wa-boku-1-190x271.jpg?t=1625914770,Ane no Onaka wo Fukuramaseru no wa Boku,14012,Manga,4,Sep 2014 - Dec 2016,1513,https://myanimelist.net/manga/92153/Ane_no_Onaka_wo_Fukuramaseru_no_wa_Boku,https://cdn.myanimelist.net/r/100x140/images/manga/1/188813.jpg?s=323b37e36f59a436c09133fa9332d463,6.58
MM!,"Seeking a cure for his depraved masochism, Taro Sado approaches the Second Volunteer Club on the recommendation of his best friend, Tatsukichi. There he finds the help of the violent but kind Mio Isurugi who promises to beat the masochism out of him by any means necessary. Will Taro be able to survive the assaults of this upperclassman, the overly-affectionate attentions of his mother and sister, and still lead a normal school life? Unlikely. But will he get over his perverse fetish? He sure hopes so.",3.9,2008,"['Comedy', 'Romance', 'Seinen', 'Androphobia', 'Fetish', 'School Club', 'School Life', 'Tsundere', 'Adapted to Anime', 'Based on a Light Novel']",https://cdn.anime-planet.com/manga/primary/mm-1-190x273.jpg?t=1625909867,MM!,5172,Light-Novel,12,Feb 2007 - Sep 2010,1420,https://myanimelist.net/manga/15184/MM,https://cdn.myanimelist.net/r/100x140/images/manga/5/81137.jpg?s=b17d3cc7d8f03d6dbbbe11e52f693fd2,7.25
Kamen Rider ZO,"Based on the live action movie. Masaru Aso has gone missing from the public, due to being used as a genetic experiment by Doctor Mochizuki in order to create a perfect lifeform. Aso goes to hide in the forests from civilization due to his disgust on his ""form"" before he was summoned to save Dr. Mochizuki's son, Hiroshi, from being targeted by monsters from Neo Organism.",3.9,1999,"['Action', 'Adventure', 'Horror', 'Sci Fi', 'Shounen', 'Motorcycles', 'Power Suits', 'Superheroes', 'Based on a Movie']",https://cdn.anime-planet.com/manga/primary/kamen-rider-zo-1-190x266.jpg?t=1625908368,Kamen Rider ZO,13438,Manga,1,1989 - 1994,508,https://myanimelist.net/manga/4753/Kamen_Rider_ZO,https://cdn.myanimelist.net/r/100x140/images/manga/2/186102.jpg?s=4c2129c7c7be903a24704fd57306aaa5,6.63
Her True Color,"Just when Park Sang-Euk was about to take a hit from the opposing gang, he was saved by a mysterious masked girl. The girl took down the jjang and his cronies in the blink of an eye! And now Sang-Euk is determined to find out her identity.",3.9,2003,"['Manhwa', 'Romance', 'Shoujo']",https://cdn.anime-planet.com/manga/primary/her-true-color-1-190x276.jpg?t=1625909482,Her True Color,9495,Manhwa,9,-,426,https://myanimelist.net/manga/23203/Her_True_Color,https://cdn.myanimelist.net/r/100x140/images/manga/3/37882.jpg?s=2a07db63c55cfcc7534393ef7094207c,6.93
Houkago,"Someone is trying to kill Maejima, the unassuming Archery club adviser and Math teacher at Seika Women's High School. What appears to be pure, dumb luck has gotten him through several attempts unscathed, but he has no clue as to the perpetrator and the Principal would rather not involve the police in what's ""surely just a student acting out"". With the entire faculty and student body as his suspects, Maejima struggles to discover the culprit before his luck runs out.",3.9,2009,"['Drama', 'Mystery', 'Shoujo', 'School Life']",https://cdn.anime-planet.com/manga/primary/houkago-1-190x285.jpg?t=1625914040,Houkago,13700,Manga,1,Nov 2009 - Jan 2010,566,https://myanimelist.net/manga/20420/Houkago,https://cdn.myanimelist.net/r/100x140/images/manga/2/32312.jpg?s=82dd7bdb4e8866e8311a14ca9ed2aa50,6.61
Momoiro Ome-chen,"Science geek Yuuhi Toganou has just invented the girl of his dreams, Momo-chan! But right as he anticipates losing his virginity to his creation, gyaru girl Sara Ayanokouji interrupts him and pushes the button that activates Momo-chan. Yuuhi's creation explodes, and when the dust settles, he finds out that he and Sara have switched bodies! Sara is calm about it, saying she's always wanted to be a boy, and she has plans of doing everything it means to be a man, including sex! Will Yuuhi's former body lose its virginity before his soul does!?",3.9,2015,"['Comedy', 'Romance', 'Shoujo', 'Body Swapping', 'Gender Bender', 'School Life']",https://cdn.anime-planet.com/manga/primary/momoiro-ome-chen-1-190x269.jpg?t=1625917710,Momoiro Ome-Chen★,15926,Manga,3,May 2015 - Sep 2016,814,https://myanimelist.net/manga/96405/Momoiro_Ome-Chen★,https://cdn.myanimelist.net/r/100x140/images/manga/2/171959.jpg?s=de4600181d3140d9858d172733ceafe6,6.37
Houkago x Ponytail,"Natsuki, an otaku high-school girl who'd rather spend her money on manga than pretty dresses, accidentally injures a creepy-looking mangaka named Kiritani Taichi. To repay him, she agrees to be his character model until he fully heals. Kiritani turns out to be a popular shoujo mangaka under the name Ichijou Kiriko, who is also Natsuki’s favorite author! Plus, underneath that disheveled hair Kiritani is actually a good-looking man! What will become of these two?",3.9,2012,"['Comedy', 'Romance', 'Shoujo', 'School Life']",https://cdn.anime-planet.com/manga/primary/houkago-x-ponytail-1-189x300.jpg?t=1625912008,Houkago x Ponytail,3014,Manga,1,Dec 2012 - Dec 2012,14397,https://myanimelist.net/manga/43789/Houkago_x_Ponytail,https://cdn.myanimelist.net/r/100x140/images/manga/3/82782.jpg?s=a7b4dc5c90fad183e5b0992261a102ea,7.47
Sensei wa Sadistic,"Refusing numerous confessions, Tamami's nickname is ""Princess that's difficult to fall"". In reality, she's inexperienced in a love relationship. One day, in order to refuse a confession, she mentions ""I love Kunugi, the math teacher."" and lies. Kunugi overheard this conversation and....?!",3.9,2010,"['Romance', 'Shoujo', 'Collections', 'Hosts', 'School Life', 'Student-Teacher Relationship']",https://cdn.anime-planet.com/manga/primary/sensei-wa-sadistic-1-190x299.jpg?t=1625908967,Sensei wa Sadistic,2565,Manga,1,Aug 2010 - Aug 2010,3201,https://myanimelist.net/manga/63497/Sensei_wa_Sadistic,https://cdn.myanimelist.net/r/100x140/images/manga/1/108659.jpg?s=0f08bb8b67e667384c58a7e7664bdcbe,7.54
I am Currently Living with a Bear,A wife sees her husband in the form of a bear. When they go to the doctor he tells them it’s stress related and that he will “turn” back to normal soon. But how can you define normal when your husband looks like a wild animal? A story about love and the hardships of keeping it.,3.9,2011,"['Drama', 'Josei', 'Manhwa', 'One Shot', 'Romance', 'Adult Couples', 'Bears', 'Married Life', 'Mature Romance']",https://cdn.anime-planet.com/manga/primary/i-am-currently-living-with-a-bear-1-190x277.jpg?t=1625911182,I Am Currently Living with a Bear,7160,One-shot,?,-,1222,https://myanimelist.net/manga/39121/I_Am_Currently_Living_with_a_Bear,https://cdn.myanimelist.net/r/100x140/images/manga/2/69607.jpg?s=8c2b9a25360241732312456b84abf016,7.09
Ameiro Curriculum,"Hikaru dreams of becoming a chef. However, nothing’s going right in his life – he’s just been dumped, and has few job prospects. This all changes the day he goes to pick up his nephew from kindergarten when he instantly falls in love with a new teacher there. But, before Hikaru can declare his feelings, his nephew says, ""Sensei’s going to be my wife in the future!"" Is Hikaru’s rival in love really his five-year old nephew?",3.9,2018,"['BL', 'Comedy', 'Drama', 'Shounen-ai']",https://cdn.anime-planet.com/manga/primary/ameiro-curriculum-1-190x272.jpg?t=1625928292,Ameiro Curriculum,9222,Manga,1,Sep 2018 - May 2019,606,https://myanimelist.net/manga/131216/Ameiro_Curriculum,https://cdn.myanimelist.net/r/100x140/images/manga/3/237155.jpg?s=0a598bfb7c0538a2de47965eb3b0ef67,6.95
